"GRD_ID","bio10","bio12","bio4"
"CRS3035RES5000mN2510000E3705000",17.3050022125244,1356.95397949219,551.147094726562
"CRS3035RES5000mN2510000E3710000",17.149263381958,1400.27624511719,549.926025390625
"CRS3035RES5000mN2510000E3715000",17.1601123809814,1398.04626464844,553.229919433594
"CRS3035RES5000mN2510000E3720000",17.4773902893066,1348.78833007812,561.6123046875
"CRS3035RES5000mN2510000E3725000",17.2637367248535,1401.99304199219,563.705078125
"CRS3035RES5000mN2510000E3730000",17.3140811920166,1496.87072753906,567.647521972656
"CRS3035RES5000mN2510000E3735000",17.1528587341309,1534.80639648438,567.667602539062
"CRS3035RES5000mN1770000E2785000",24.822603225708,581.750793457031,534.960021972656
"CRS3035RES5000mN2510000E3740000",16.3517589569092,1655.37365722656,560.451965332031
"CRS3035RES5000mN2510000E3745000",15.5227632522583,1686.71154785156,553.121459960938
"CRS3035RES5000mN2510000E3750000",14.7408504486084,1642.45263671875,547.658935546875
"CRS3035RES5000mN2510000E3755000",13.8422269821167,1559.86157226562,540.854736328125
"CRS3035RES5000mN2510000E3760000",13.4328346252441,1533.90295410156,537.816040039062
"CRS3035RES5000mN2510000E3765000",13.971152305603,1430.99963378906,543.799865722656
"CRS3035RES5000mN2510000E3770000",14.811562538147,1215.89953613281,552.836669921875
"CRS3035RES5000mN2510000E3775000",15.5002489089966,1095.58508300781,560.461669921875
"CRS3035RES5000mN2510000E3780000",16.4076309204102,1049.44104003906,570.656311035156
"CRS3035RES5000mN2510000E3785000",18.1999778747559,954.988159179688,593.251098632812
"CRS3035RES5000mN1770000E2790000",24.7862739562988,612.6474609375,536.593811035156
"CRS3035RES5000mN2510000E3790000",18.8556728363037,879.688842773438,603.298645019531
"CRS3035RES5000mN2510000E3795000",19.3726558685303,837.792236328125,612.3837890625
"CRS3035RES5000mN2510000E3800000",18.5903034210205,928.302978515625,603.735473632812
"CRS3035RES5000mN2510000E3805000",16.9852085113525,1115.26318359375,585.016357421875
"CRS3035RES5000mN2510000E3810000",16.355354309082,1170.46105957031,578.920104980469
"CRS3035RES5000mN2510000E3815000",15.2191181182861,1241.287109375,566.198120117188
"CRS3035RES5000mN2510000E3820000",14.9434680938721,1227.83532714844,564.526245117188
"CRS3035RES5000mN2510000E3825000",16.3817405700684,1079.83374023438,582.7763671875
"CRS3035RES5000mN2510000E3830000",18.4209671020508,850.257934570312,607.730529785156
"CRS3035RES5000mN2510000E3835000",15.4866905212402,995.106201171875,573.69873046875
"CRS3035RES5000mN1770000E2795000",24.8787708282471,625.107421875,539.530822753906
"CRS3035RES5000mN2510000E3840000",14.0097875595093,1168.84375,556.820617675781
"CRS3035RES5000mN2510000E3845000",14.5713539123535,1169.90966796875,562.66943359375
"CRS3035RES5000mN2510000E3850000",16.5986213684082,1082.55493164062,587.492309570312
"CRS3035RES5000mN2510000E3855000",18.7148990631104,954.4267578125,615.015747070312
"CRS3035RES5000mN2510000E3860000",19.7655258178711,917.469604492188,629.702270507812
"CRS3035RES5000mN2510000E3865000",19.9500007629395,852.426391601562,632.978637695312
"CRS3035RES5000mN2510000E3870000",19.9565773010254,781.683776855469,633.971618652344
"CRS3035RES5000mN2510000E3875000",19.5217227935791,781.78662109375,628.233215332031
"CRS3035RES5000mN2510000E3880000",18.3769950866699,858.848754882812,611.337890625
"CRS3035RES5000mN2510000E3885000",17.5854434967041,883.967224121094,599.036560058594
"CRS3035RES5000mN1770000E2800000",24.906867980957,649.654907226562,543.163269042969
"CRS3035RES5000mN2510000E3890000",16.9121742248535,956.282958984375,588.281616210938
"CRS3035RES5000mN2510000E3895000",18.0144195556641,983.41845703125,604.886657714844
"CRS3035RES5000mN2510000E3900000",19.6110496520996,883.901977539062,629.141906738281
