"GRD_ID","clc_artificial","clc_agriculture","clc_forest","clc_vegetation","clc_bare","clc_coastal_wetland","clc_wetland","clc_oligotrophic_bogs","clc_river","bio10_temp_warmQ_dC","bio12_annual_prec_mm","bio15_annual_sd_prec","bio4_annual_sd_temp"
"CRS3035RES20000mN2940000E3520000",0.0261749998899177,0.89619998447597,0.0768999975261977,0.000724999990779907,0,0,0,0,0,16.8181819915771,995.279113769531,21.4064769744873,452.163665771484
"CRS3035RES20000mN2940000E3540000",0.055199998896569,0.926225000876002,0.0179249999928288,0.000650000001769513,0,0,0,0,0,17.1628742218018,864.296569824219,18.0687675476074,464.949096679688
"CRS3035RES20000mN2940000E3560000",0.301550007716287,0.647025008220226,0.0264999992505182,0.0033249999396503,0.000724999990779907,0.0102999999653548,0.000650000001769513,0.0037750001065433,0.00614999979734421,17.6127853393555,780.158203125,16.2509479522705,475.946105957031
"CRS3035RES20000mN2940000E3580000",0.0679112909419928,0.865655926987529,0.0415737382136286,0.00213005882687867,0.00315749901346862,0.0107004134333693,0.00771833094768226,0.00115273776464164,0,17.5790977478027,789.843017578125,15.4929904937744,477.955596923828
"CRS3035RES20000mN2940000E3600000",0.0391749992777477,0.87550000846386,0.0812749960459769,0.00132499996107072,0,0,0.00272500002756715,0,0,17.155294418335,861.879760742188,16.4791297912598,480.930511474609
"CRS3035RES20000mN1780000E3080000",0,0.214524996466935,0.248974999412894,0.522474991390482,0,0,0.0129500003531575,0,0.00107500003650784,26.7355422973633,564.494323730469,56.9526557922363,703.500671386719
"CRS3035RES20000mN2940000E3620000",0.0262499999662395,0.885250007733703,0.0873000007122755,0,0,0,0.00120000005699694,0,0,16.941707611084,919.118530273438,18.8597202301025,486.557861328125
"CRS3035RES20000mN2940000E3640000",0.0522500002407469,0.725199987180531,0.215650003403425,0.0036750000435859,0,0,0.00322500010952353,0,0,17.0388584136963,888.83740234375,18.5197486877441,492.592407226562
"CRS3035RES20000mN2940000E3660000",0.232575000263751,0.337625010404736,0.379025002010167,0.0177250001579523,0,0,0.00435000006109476,0.00289999996311963,0.0258000008761883,17.3243789672852,811.528686523438,15.7947835922241,501.197814941406
"CRS3035RES20000mN2940000E3680000",0.130949999787845,0.577549992594868,0.251049998216331,0.0085249999538064,0,0,0.0176999997347593,0.000174999993760139,0.0140500003471971,17.3236484527588,814.605773925781,15.2599363327026,507.334381103516
"CRS3035RES20000mN2940000E3700000",0.0378500000369968,0.777200002456083,0.183074996224604,0.00152499997057021,0,0,0.000349999987520278,0,0,17.1954727172852,810.973449707031,15.6109476089478,512.256591796875
"CRS3035RES20000mN2940000E3720000",0.060600000899285,0.732949983328581,0.204500001855195,0,0,0,0.00195000000530854,0,0,17.2158832550049,807.1982421875,15.0113477706909,518.714050292969
"CRS3035RES20000mN2940000E3740000",0.125025003042538,0.671299995854497,0.18864999525249,0.00575000001117587,0,0,0.00927499961107969,0,0,17.4366054534912,755.708129882812,13.1614093780518,526.009521484375
"CRS3035RES20000mN2940000E3760000",0.0802249970147387,0.63492502272129,0.269375006202609,0.00607499992474914,0,0,0.00940000009723008,0,0,17.5689678192139,733.924865722656,11.8710517883301,529.981384277344
"CRS3035RES20000mN2940000E3780000",0.0968999994802288,0.752649994741659,0.12755000218749,0.00224999990314245,0,0,0.017299999948591,0,0.00334999989718199,17.7891006469727,704.206237792969,13.1442174911499,536.06982421875
"CRS3035RES20000mN2940000E3800000",0.115574997849762,0.330424992367625,0.528600006364286,0.0129249999299645,0,0,0.0103000001981854,0,0.00217500003054738,17.8483829498291,712.694580078125,13.6880559921265,540.90234375
"CRS3035RES20000mN1780000E3100000",0.00592499994672835,0.419500005838927,0.0331999993650242,0.513624988496304,0,0,0.0277500003576279,0,0,26.8699226379395,528.088928222656,55.8151473999023,709.117431640625
"CRS3035RES20000mN2940000E3820000",0.078925002948381,0.674400009214878,0.23237499804236,0.00212499994086102,0,0,0.0121750002726912,0,0,17.7722015380859,739.361022949219,13.3412427902222,543.974548339844
"CRS3035RES20000mN2940000E3840000",0.0664249998808372,0.522549997083843,0.392049988964573,0.0035500000230968,0,0,0.0154250003397465,0,0,17.7701416015625,771.138488769531,12.6403131484985,549.215270996094
"CRS3035RES20000mN2940000E3860000",0.0536749981110915,0.599774980917573,0.328049986157566,0.00715000019408763,0,0,0.00582499979645945,0.00552499992772937,0,17.86594581604,771.033752441406,11.4730415344238,556.117919921875
"CRS3035RES20000mN2940000E3880000",0.0357749998220243,0.798900029622018,0.103975001722574,0.0579000017023645,0,0,0.000650000001769513,0.00279999990016222,0,17.9885559082031,776.852783203125,10.0375490188599,564.24658203125
"CRS3035RES20000mN2940000E3900000",0.0396249988116324,0.930874975398183,0.02625000057742,0.000699999975040555,0,0,0.00255000009201467,0,0,17.9448528289795,837.924926757812,10.7813444137573,568.34033203125
"CRS3035RES20000mN2940000E3920000",0.0220000001427252,0.846324986661784,0.131675004959106,0,0,0,0,0,0,17.7253131866455,959.315612792969,13.3984603881836,571.790832519531
"CRS3035RES20000mN2940000E3940000",0.0161000003572553,0.647399989888073,0.322174998000264,0.00609999988228083,0,0,0.00822499999776482,0,0,17.322717666626,1075.16101074219,16.1143283843994,571.827331542969
"CRS3035RES20000mN2940000E3960000",0.036000000545755,0.700674994848669,0.256149996537715,0.00310000008903444,0,0,0.00407500006258488,0,0,17.3798847198486,1052.72546386719,17.7716197967529,581.723937988281
"CRS3035RES20000mN2940000E3980000",0.0362249988829717,0.543399998918175,0.415900005958974,0.00447499984875321,0,0,0,0,0,17.0852508544922,1102.70935058594,18.56077003479,585.2705078125
"CRS3035RES20000mN2940000E4000000",0.125750001636334,0.467124987393617,0.390299998223782,0.0054500000551343,0,0,0.000875000027008355,0.010499999858439,0,16.7956790924072,1036.53588867188,17.7169704437256,585.605041503906
"CRS3035RES20000mN1780000E3120000",0.0217250001151115,0.626900019939058,0.0418499985244125,0.264625001698732,0,0,0.0449000000953674,0,0,26.948657989502,537.134521484375,53.710334777832,715.831787109375
"CRS3035RES20000mN2940000E4020000",0.204424994532019,0.560725003480911,0.232800005469471,0.00205000001005828,0,0,0,0,0,16.898473739624,925.93798828125,15.9945001602173,589.83544921875
"CRS3035RES20000mN2940000E4040000",0.170425001531839,0.499099997134181,0.317199992015958,0.00412499997764826,0,0,0.00429999991320074,0,0.00485000014305115,17.2625904083252,880.093322753906,12.8087320327759,598.183837890625
"CRS3035RES20000mN2940000E4060000",0.0685750012053177,0.541499991435557,0.368449995294213,0.0139499995857477,0,0,0,0,0.00752499978989363,17.2173156738281,927.034912109375,11.9517669677734,605.138610839844
"CRS3035RES20000mN2940000E4080000",0.0511249990668148,0.351949995907489,0.584574986249208,0.0116000005509704,0,0,0.000750000006519258,0,0,16.1625232696533,992.164916992188,11.9925699234009,589.312072753906
"CRS3035RES20000mN2940000E4100000",0.0690249993349425,0.345124985091388,0.571125000715256,0.00952500011771917,0,0,0.0052000000141561,0,0,16.1274585723877,967.566284179688,12.6972351074219,595.7822265625
"CRS3035RES20000mN2940000E4120000",0.065400000079535,0.335050000925548,0.50874999910593,0.0907999966293573,0,0,0,0,0,16.8321323394775,865.336547851562,12.4763641357422,613.7958984375
"CRS3035RES20000mN2940000E4140000",0.0263749993173405,0.667075022589416,0.303875013254583,0.00267500011250377,0,0,0,0,0,17.6329231262207,750.614624023438,10.596097946167,632.454406738281
"CRS3035RES20000mN2940000E4160000",0.0538750002160668,0.576000004075467,0.362375005614012,0.00774999987334013,0,0,0,0,0,17.6768550872803,706.266052246094,11.1668434143066,630.175354003906
"CRS3035RES20000mN2940000E4180000",0.095349999377504,0.898575004888698,0.0044000000343658,0.00167499994859099,0,0,0,0,0,18.5591621398926,634.61962890625,15.5139484405518,646.011352539062
"CRS3035RES20000mN2940000E4200000",0.156149998074397,0.573449993273244,0.228099998086691,0.00555000000167638,0,0,0.0141000001458451,0,0.0226499997079372,19.2621536254883,713.391357421875,15.6310958862305,660.192626953125
"CRS3035RES20000mN1780000E3140000",0.00262500008102506,0.483525007497519,0.10487500205636,0.397700011730195,0,0,0.0112749999389052,0,0,26.5898361206055,571.550231933594,52.8210144042969,716.885437011719
"CRS3035RES20000mN2940000E4220000",0.131199998082593,0.526499987347052,0.339699987322092,0.00197500002104789,0,0,0.000624999986030161,0,0,17.8269214630127,1072.18493652344,10.2213611602783,639.173400878906
"CRS3035RES20000mN2940000E4240000",0.0585249997675419,0.283800006262027,0.65642499178648,0.000675000017508864,0,0,0.000575000012759119,0,0,17.1827621459961,996.655517578125,10.7705402374268,636.431640625
"CRS3035RES20000mN2940000E4260000",0.06547499995213,0.358050004928372,0.566249996423721,0.00407500006258488,0,0,0,0.00112499995157123,0.00502499984577298,17.4825248718262,833.557067871094,11.4180593490601,649.535888671875
"CRS3035RES20000mN2940000E4280000",0.0494500020286069,0.61099997011479,0.325625002384186,0.0108750001527369,0,0,0,0.00227500009350479,0.00077500002225861,17.6801052093506,762.053405761719,11.5082321166992,653.092590332031
"CRS3035RES20000mN2940000E4300000",0.059449999826029,0.734525027568452,0.200450003147125,0.0052000000141561,0,0,0,0,0.000375000003259629,17.7233180999756,734.341979980469,12.1814422607422,653.149536132812
"CRS3035RES20000mN2940000E4320000",0.0849999994970859,0.815300021204166,0.0930000031366944,0.00130000000353903,0,0,0,0,0.00540000014007092,18.0394115447998,671.399047851562,13.8537425994873,663.871459960938
"CRS3035RES20000mN2940000E4340000",0.0230749998008833,0.578450002707541,0.398474998772145,0,0,0,0,0,0,17.4925785064697,733.22021484375,14.2446203231812,657.375305175781
"CRS3035RES20000mN2940000E4360000",0.0480750016868115,0.591600003535859,0.358624986372888,0,0,0,0.00170000002253801,0,0,17.7376689910889,737.432739257812,14.8258247375488,666.256286621094
"CRS3035RES20000mN2940000E4380000",0.163649999652989,0.452350014471449,0.375849999254569,0.00104999996256083,0,0,0.0071000000461936,0,0,18.0114345550537,741.317504882812,15.1473865509033,677.533386230469
"CRS3035RES20000mN2940000E4400000",0.0646499989088625,0.597125022672118,0.334175005555153,0.00405000010505319,0,0,0,0,0,17.2520484924316,905.769287109375,12.5075149536133,668.28662109375
"CRS3035RES20000mN1780000E3160000",0.00784999993629753,0.731575008248911,0.067424999549985,0.193150002276525,0,0,0,0,0,25.3247890472412,669.65234375,52.0532112121582,703.742309570312
"CRS3035RES20000mN2940000E4420000",0.0325499997125007,0.403450000099838,0.563999988138675,0,0,0,0,0,0,16.8566474914551,950.148498535156,12.4559774398804,668.398254394531
"CRS3035RES20000mN2940000E4440000",0.0483250005636364,0.271650005597621,0.499600008130074,0.174199994653463,0,0,0.00362499989569188,0.00260000000707805,0,17.0227966308594,890.887145996094,14.1270017623901,681.956115722656
"CRS3035RES20000mN2940000E4460000",0.0886499994667247,0.365475002676248,0.52707501500845,0.00867499999003485,0,0,0.0101250000298023,0,0,17.2779636383057,814.28076171875,16.0255374908447,696.635803222656
"CRS3035RES20000mN2940000E4480000",0.0206999992951751,0.575125016504899,0.401499999687076,0.00267499999608845,0,0,0,0,0,16.4598026275635,887.175598144531,15.7261257171631,690.116333007812
"CRS3035RES20000mN2940000E4500000",0.0219999992841622,0.401925002224744,0.561225006356835,0.0145000002812594,0,0,0.000349999987520278,0,0,16.4051170349121,847.665100097656,15.6705694198608,694.509094238281
"CRS3035RES20000mN2940000E4520000",0.0133750000968576,0.619725003605709,0.34990000212565,0.0136749995872378,0,0,0.0033249999396503,0,0,16.9892749786377,685.091247558594,24.5496940612793,701.576904296875
"CRS3035RES20000mN2940000E4540000",0.0621000011451542,0.657599978148937,0.277575000654906,0.00177499995334074,0,0,0.000950000016018748,0,0,17.5320739746094,596.308471679688,34.342960357666,706.142517089844
"CRS3035RES20000mN2940000E4560000",0.0603999997256323,0.635425006388686,0.292725003324449,0.0112749999389052,0,0,0.000174999993760139,0,0,17.2707748413086,606.380981445312,36.8741302490234,696.873229980469
"CRS3035RES20000mN2940000E4580000",0.0201249993406236,0.421600000816397,0.52364998916164,0.0308999996632338,0,0,0.00372500001685694,0,0,16.179370880127,671.795776367188,39.205638885498,677.155456542969
"CRS3035RES20000mN2940000E4600000",0.0480249989777804,0.686649990891964,0.257399992435239,0.00417499989271164,0,0,0.00374999991618097,0,0,16.6310596466064,649.397277832031,40.7435264587402,686.448669433594
"CRS3035RES20000mN1780000E3180000",0.00582500011660159,0.642250011442229,0.0784249999560416,0.243774998001754,0,0,0.0297250002622604,0,0,25.2321529388428,671.158203125,50.9663543701172,695.239318847656
"CRS3035RES20000mN2940000E4620000",0.0226250002160668,0.62320001423359,0.317174996249377,0.0018250000430271,0,0,0.0351749993860722,0,0,17.1900615692139,635.213317871094,39.9991645812988,696.018188476562
"CRS3035RES20000mN2940000E4640000",0.0298500002827495,0.732175002340227,0.214849999640137,0.0212249998003244,0,0,0.0019000000320375,0,0,16.5877742767334,680.040954589844,36.9309043884277,683.932922363281
"CRS3035RES20000mN2940000E4660000",0.0158499998506158,0.733075026597363,0.241174995084293,0.00922499969601631,0,0,0.000675000017508864,0,0,16.6212387084961,706.032592773438,32.3978996276855,688.622131347656
"CRS3035RES20000mN2940000E4680000",0.0273249998572283,0.680325023829938,0.285725013352931,0.000899999984540045,0,0,0.00417499989271164,0,0.00155000004451722,16.7134609222412,708.932861328125,29.8631153106689,698.100341796875
"CRS3035RES20000mN2940000E4700000",0.0326999993994832,0.672950001782737,0.287224994623103,0.00334999989718199,0,0,0.0037750001065433,0,0,16.5023136138916,744.053771972656,30.833381652832,698.448974609375
"CRS3035RES20000mN2940000E4720000",0.0602500009699725,0.701699974015355,0.235000000335276,0.00305000005755573,0,0,0,0,0,16.7023620605469,682.499877929688,32.5760116577148,714.250183105469
"CRS3035RES20000mN2940000E4740000",0.0472499983006855,0.625800004170741,0.317425011657179,0.00192499998956919,0,0,0.00760000012814999,0,0,16.3190116882324,678.26904296875,31.1413879394531,707.605834960938
"CRS3035RES20000mN2940000E4760000",0.046874999301508,0.648699994664639,0.296975012868642,0.00222499994561076,0,0,0.00522499997168779,0,0,16.6133460998535,644.585083007812,31.3923645019531,720.371643066406
"CRS3035RES20000mN2940000E4780000",0.0408500012708828,0.543449998833239,0.407125016674399,0.00604999996721745,0,0,0.00252499990165234,0,0,17.0560626983643,624.483154296875,34.294002532959,720.164672851562
"CRS3035RES20000mN2940000E4800000",0.0578500020783395,0.473975008819252,0.448175007477402,0.0187749993056059,0,0,0.00122500001452863,0,0,16.6397399902344,618.979431152344,36.1474914550781,701.176574707031
"CRS3035RES20000mN1780000E3200000",0.00747500016586855,0.504400008183439,0.369500013068319,0.110275001381524,0.00394999992568046,0,0.00439999997615814,0,0,23.8756465911865,785.417358398438,49.8442115783691,683.805786132812
"CRS3035RES20000mN2940000E4820000",0.088949998258613,0.545800008811057,0.318650007247925,0.0451749988133088,0,0,0.00142500002402812,0,0,17.9800510406494,597.301513671875,36.6592140197754,730.365783691406
"CRS3035RES20000mN2940000E4840000",0.101700001803692,0.787200012709945,0.0917250031488947,0.00562500022351742,0,0,0.0137499999254942,0,0,18.9941825866699,612.494506835938,36.2630882263184,756.7236328125
"CRS3035RES20000mN2940000E4860000",0.0976749979308806,0.733800026820973,0.16495000012219,0.00357499998062849,0,0,0,0,0,18.5324611663818,673.258056640625,33.1764221191406,747.636962890625
"CRS3035RES20000mN2940000E4880000",0.0568749990452489,0.3752750037238,0.491849996149539,0.0760000007867348,0,0,0,0,0,17.1513690948486,807.394958496094,30.4829521179199,722.914184570312
"CRS3035RES20000mN2940000E4900000",0.0512500014156104,0.328250000718981,0.610950000584125,0.00792500004172325,0,0,0.00162500003352761,0,0,16.4133224487305,940.938354492188,28.124605178833,712.89990234375
"CRS3035RES20000mN2940000E4920000",0.0177249994594604,0.165099998004735,0.766924981027842,0.0502500012516975,0,0,0,0,0,15.2873096466064,1015.37561035156,26.6944046020508,697.010559082031
"CRS3035RES20000mN1780000E3220000",0.000375000017811544,0.101400000392459,0.601624990347773,0.283025000244379,0.0128499999409541,0,0.000724999990779907,0,0,21.9137420654297,674.699890136719,44.5245742797852,675.9814453125
"CRS3035RES20000mN1780000E3240000",0.00140000000828877,0.204275004332885,0.362675013951957,0.37287500500679,0.0410999990999699,0,0.0158500000834465,0,0.0018250000430271,23.3511447906494,506.957824707031,35.3552894592285,653.037719726562
"CRS3035RES20000mN1780000E3260000",0.00767500000074506,0.241324998438358,0.209300002024975,0.537274986505509,0,0,0.00442499993368983,0,0,23.8791313171387,438.83447265625,31.0525550842285,637.456420898438
"CRS3035RES20000mN1780000E3280000",0.0159750001221255,0.329175000078976,0.164700001478195,0.469099997626472,0,0,0.0210500005632639,0,0,24.6019706726074,355.147399902344,33.3349876403809,635.3447265625
"CRS3035RES20000mN1780000E3300000",0.0105499998899177,0.586425007320941,0.091624997323379,0.305175005458295,0,0,0.00622500013560057,0,0,24.8720932006836,304.864044189453,36.0813217163086,637.020751953125
"CRS3035RES20000mN1780000E3320000",0.0125250003184192,0.675449996721,0.104450000391808,0.207575001288205,0,0,0,0,0,24.3385429382324,303.010589599609,35.8176002502441,636.7880859375
"CRS3035RES20000mN1780000E3340000",0.0222249997314066,0.67082500178367,0.0968250036239624,0.210124993696809,0,0,0,0,0,24.1807708740234,324.966766357422,35.7583770751953,627.115295410156
"CRS3035RES20000mN2960000E3460000",0.0447368435561657,0.477095521986485,0,0,0.048440545797348,0.357017552480102,0,0.0727095529437065,0,17.0417079925537,907.278564453125,28.6440925598145,390.597869873047
"CRS3035RES20000mN2960000E3480000",0.0352750006131827,0.853450011927634,0.0649750013835728,0.00135000003501773,0,0.0054500000551343,0.018300000752788,0.0212000003084541,0,17.0759468078613,954.001892089844,27.5315914154053,416.010101318359
"CRS3035RES20000mN2960000E3500000",0.0345250004902482,0.899125022348017,0.00707500020507723,0,0,0.0441500013694167,0.0120249995961785,0,0.00310000008903444,17.1748580932617,917.268432617188,25.9074058532715,429.846435546875
"CRS3035RES20000mN1780000E3360000",0.0387250005151145,0.614800004288554,0.137949993368238,0.202000005170703,0,0,0.00652500009164214,0,0,24.1090507507324,351.007476806641,37.4137115478516,608.294494628906
"CRS3035RES20000mN2960000E3520000",0.0258231647312641,0.948270110588056,0.0106691182591021,0.000974984664935619,0.00515349023044109,0.00910914223641157,0,0,0,17.1004657745361,881.447631835938,22.602445602417,430.665618896484
"CRS3035RES20000mN2960000E3540000",0.109230975271203,0.831945502606686,0.00516542745754123,0,0.00645678397268057,0.0403882972896099,0.00681302044540644,0,0,17.231897354126,832.264404296875,20.2965202331543,437.022796630859
"CRS3035RES20000mN2960000E3560000",0.154699361301028,0.594779448118061,0.0226836800575256,0,0,0.217079475522041,0.0107580684125423,0,0,17.3971996307373,818.83203125,19.2746238708496,445.732666015625
"CRS3035RES20000mN2960000E3580000",0.245718840043992,0.344484275206923,0.0577459186315536,0,0.0199123853817582,0.33213859796524,0,0,0,17.3968849182129,822.318664550781,19.112003326416,448.139373779297
"CRS3035RES20000mN2960000E3600000",0.259654976660386,0.404789918102324,0.12079330580309,0.00218911329284311,0.00133960659150034,0.165425080806017,0.00111089332494885,0.0239495523273945,0.0207475665956736,17.0689754486084,878.191162109375,20.1840114593506,453.731689453125
"CRS3035RES20000mN2960000E3620000",0.0919749976601451,0.684275009669364,0.140525002963841,0.00432500010356307,0,0.0462999995797873,0.00797500018961727,0.0017249999800697,0.0229000002145767,17.1105518341064,892.425598144531,21.1935214996338,474.644714355469
"CRS3035RES20000mN2960000E3640000",0.064474999147933,0.557425006758422,0.317924995906651,0.0176749993115664,0,0,0.00577499996870756,0,0.0367249995470047,17.1468181610107,918.500549316406,19.5766525268555,489.99365234375
"CRS3035RES20000mN2960000E3660000",0.263224998489022,0.422400002265931,0.261850002221763,0.0168000003322959,0,0,0.0110750002786517,0.0017249999800697,0.0229250006377697,17.1504135131836,898.906372070312,17.1391868591309,495.959014892578
"CRS3035RES20000mN2960000E3680000",0.0760499985190109,0.738624990452081,0.185300001641735,2.49999993684469e-05,0,0,0,0,0,16.8357753753662,899.633117675781,17.1567573547363,497.649353027344
"CRS3035RES20000mN2960000E3700000",0.0171999997110106,0.793074979446829,0.183399996720254,0.00632499996572733,0,0,0,0,0,16.7669887542725,861.139770507812,16.776948928833,502.359588623047
"CRS3035RES20000mN1780000E3380000",0.0361749992007389,0.358175008092076,0.412175010889768,0.193474999628961,0,0,0,0,0,22.4409999847412,458.407012939453,39.6813125610352,594.146606445312
"CRS3035RES20000mN2960000E3720000",0.0345250009559095,0.891649980098009,0.0728999989223666,0.000675000017508864,0,0,0.000250000011874363,0,0,16.855598449707,817.640563964844,15.7315692901611,509.874694824219
"CRS3035RES20000mN2960000E3740000",0.0485749988583848,0.864025011658668,0.0829499987885356,0.00077500002225861,0,0,0.0036750000435859,0,0,17.0045223236084,775.826965332031,13.4874382019043,515.479858398438
"CRS3035RES20000mN2960000E3760000",0.0536000020802021,0.881275021703913,0.0644749999046326,0,0,0,0.000650000001769513,0,0,17.2133388519287,730.711853027344,12.8237266540527,520.501708984375
"CRS3035RES20000mN2960000E3780000",0.0777249991660938,0.834925008006394,0.0843750003841706,0,0,0,0.00297500006854534,0,0,17.4928951263428,690.060668945312,14.4488735198975,527.716430664062
"CRS3035RES20000mN2960000E3800000",0.0892250009346753,0.698625013232231,0.208574995398521,0.00240000011399388,0,0,0.00117499998304993,0,0,17.6244239807129,717.992492675781,14.288914680481,533.785888671875
"CRS3035RES20000mN2960000E3820000",0.0967000032542274,0.666925011202693,0.217175001627765,0.0068749999627471,0,0,0.0123250000178814,0,0,17.7511672973633,736.801879882812,13.1357069015503,540.281005859375
"CRS3035RES20000mN2960000E3840000",0.0789749989635311,0.688875009305776,0.216800006106496,0.00230000005103648,0,0,0.0130499999504537,0,0,17.7100658416748,743.768798828125,11.5531444549561,545.666198730469
"CRS3035RES20000mN2960000E3860000",0.0550250012747711,0.821224993793294,0.0867000031284988,0.00417499989271164,0,0,0.0309250000864267,0.00194999994710088,0,17.7565155029297,784.26611328125,11.2558498382568,552.375854492188
"CRS3035RES20000mN2960000E3880000",0.0392999997129663,0.921849999111146,0.0364500002469868,0,0,0,0,0.00240000011399388,0,17.4439640045166,892.661315917969,11.4631538391113,554.501586914062
"CRS3035RES20000mN2960000E3900000",0.0269749990839045,0.753375004744157,0.219649999402464,0,0,0,0,0,0,17.2369041442871,991.868103027344,13.4737005233765,558.294860839844
"CRS3035RES20000mN1780000E3400000",0.0292500000796281,0.384399995440617,0.314200007822365,0.270049999817275,0.00209999992512167,0,0,0,0,22.0817756652832,580.723693847656,42.9321365356445,573.3251953125
"CRS3035RES20000mN2960000E3920000",0.045800001360476,0.702974997460842,0.247124996036291,0.0016499999910593,0,0,0.00139999995008111,0.00104999996256083,0,17.0734481811523,1083.30859375,15.667366027832,563.111572265625
"CRS3035RES20000mN2960000E3940000",0.124175003555138,0.449000008404255,0.391650002449751,0.0223250002600252,0,0,0.0103749996051192,0,0.00247499998658895,17.0164012908936,1093.36669921875,16.8652935028076,569.643188476562
"CRS3035RES20000mN2960000E3960000",0.0402000000467524,0.340025005862117,0.607600003480911,0.00700000021606684,0,0,0.00375000014901162,0.00142500002402812,0,16.6268997192383,1191.44311523438,17.8941173553467,572.165649414062
"CRS3035RES20000mN2960000E3980000",0.039949998841621,0.421625006943941,0.526275008916855,0.0113000003620982,0,0,0.000850000011269003,0,0,16.1657772064209,1217.19226074219,18.6415824890137,573.673217773438
"CRS3035RES20000mN2960000E4000000",0.0669249987695366,0.427549995481968,0.484849989414216,0.0149250002577901,0,0,0.00137499999254942,0.00437500001862645,0,16.0462245941162,1101.90808105469,17.7492523193359,577.11328125
"CRS3035RES20000mN2960000E4020000",0.0597750007873401,0.586274981498718,0.352124992758035,0.00182499998481944,0,0,0,0,0,16.6450729370117,930.190185546875,15.684549331665,589.152954101562
"CRS3035RES20000mN2960000E4040000",0.0830249967984855,0.533875003457069,0.383024990558624,7.50000035623088e-05,0,0,0,0,0,16.890230178833,863.153991699219,12.4344663619995,593.702270507812
"CRS3035RES20000mN2960000E4060000",0.103299997048452,0.56299999775365,0.321024999022484,0.00352500006556511,0,0,0.000699999975040555,0,0.00844999961555004,17.1924343109131,857.424438476562,10.9426097869873,606.166442871094
"CRS3035RES20000mN2960000E4080000",0.107875001849607,0.409000004641712,0.449250001460314,0.0152250000828644,0,0,0.000800000005256152,0,0.017850000411272,17.1836967468262,864.631225585938,10.1558418273926,612.629272460938
"CRS3035RES20000mN2960000E4100000",0.031900000933092,0.367925000842661,0.578150026500225,0.0186500009149313,0,0,0.000150000007124618,0,0.00322500010952353,15.9208955764771,901.954223632812,9.71799850463867,592.035766601562
"CRS3035RES20000mN1780000E3420000",0.0361249996058177,0.223749998491257,0.217124999500811,0.511399999260903,0.0103749996051192,0,0.00122500001452863,0,0,22.3977432250977,692.583618164062,45.9312782287598,545.610473632812
