"grid_id","area_total","area_land","percent_land"
"CRS3035RES50000mN2050000E2900000",2500.01904734801,2500.01904734801,100
"CRS3035RES50000mN2050000E2950000",2500.01905436166,2500.01905436166,100
"CRS3035RES50000mN2050000E3000000",2500.01906113278,2500.01906113278,100
"CRS3035RES50000mN2050000E3050000",2500.01906765957,2500.01906765957,100
"CRS3035RES50000mN2050000E3100000",2500.01907394083,2500.01907394083,100
"CRS3035RES50000mN2050000E3150000",2500.01907997515,2500.01907997515,100
"CRS3035RES50000mN2050000E3200000",2500.01908576095,2500.01908576095,100
"CRS3035RES50000mN2050000E3250000",2500.01909129707,2500.01909129707,100
"CRS3035RES50000mN2050000E3300000",2500.0190965826,2500.0190965826,100
"CRS3035RES50000mN2050000E3350000",2500.01910161629,2500.01910161629,100
"CRS3035RES50000mN2050000E3400000",2500.01910639711,2500.01910639711,100
"CRS3035RES50000mN2050000E3450000",2500.01911092381,2500.01911092381,100
"CRS3035RES50000mN2050000E3500000",2500.01911519572,2500.01911519572,100
"CRS3035RES50000mN2050000E3550000",2500.0191192119,2500.0191192119,100
"CRS3035RES50000mN2050000E3600000",2500.01912297142,2434.60990839643,97.3836514299438
"CRS3035RES50000mN2050000E3650000",2500.0191264735,1533.19518329238,61.3273381414122
"CRS3035RES50000mN2050000E3700000",2500.01912971756,342.162237643415,13.6863847790665
"CRS3035RES50000mN2050000E4200000",2500.01914784215,1616.06596482456,64.6421434899584
"CRS3035RES50000mN2050000E4250000",2500.01914821493,981.234143871392,39.2490651350417
"CRS3035RES50000mN2050000E4450000",2500.0191470809,50.5200242932054,2.02078549487088
"CRS3035RES50000mN2050000E4500000",2500.01914614116,1836.13004098443,73.4446391668058
"CRS3035RES50000mN2050000E4550000",2500.01914493967,2500.01914493967,100
"CRS3035RES50000mN2050000E4600000",2500.01914347621,2500.01914347621,100
"CRS3035RES50000mN2050000E4650000",2500.01914175093,2500.01914175093,100
"CRS3035RES50000mN2050000E4700000",2500.01913976448,2500.01913976448,100
"CRS3035RES50000mN2050000E4750000",2500.01913751752,2500.01913751752,100
"CRS3035RES50000mN2050000E4800000",2500.01913500995,1197.12602878016,47.8846746417159
"CRS3035RES50000mN2100000E2700000",2500.01902063862,723.05253815648,28.9218814811969
"CRS3035RES50000mN2100000E2750000",2500.01902864275,2484.64080270837,99.3848756446176
"CRS3035RES50000mN2100000E2800000",2500.01903640936,2500.01903640936,100
"CRS3035RES50000mN2100000E2850000",2500.01904393691,2500.01904393691,100
"CRS3035RES50000mN2100000E2900000",2500.0190512234,2500.0190512234,100
"CRS3035RES50000mN2100000E2950000",2500.01905826774,2500.01905826774,100
"CRS3035RES50000mN2100000E3000000",2500.01906506798,2500.01906506798,100
"CRS3035RES50000mN2100000E3050000",2500.01907162298,2500.01907162298,100
"CRS3035RES50000mN2100000E3100000",2500.01907793085,2500.01907793085,100
"CRS3035RES50000mN2100000E3150000",2500.01908399058,2500.01908399058,100
"CRS3035RES50000mN2100000E3200000",2500.01908980083,2500.01908980083,100
"CRS3035RES50000mN2100000E3250000",2500.01909536052,2500.01909536052,100
"CRS3035RES50000mN2100000E3300000",2500.01910066824,2500.01910066824,100
"CRS3035RES50000mN2100000E3350000",2500.01910572283,2500.01910572283,100
"CRS3035RES50000mN2100000E3400000",2500.01911052351,2500.01911052351,100
"CRS3035RES50000mN2100000E3450000",2500.01911506897,2500.01911506897,100
"CRS3035RES50000mN2100000E3500000",2500.01911935853,2500.01911935853,100
"CRS3035RES50000mN2100000E3550000",2500.01912339109,2500.01912339109,100
"CRS3035RES50000mN2100000E3600000",2500.01912716581,2500.01912716581,100
"CRS3035RES50000mN2100000E3650000",2500.0191306823,2500.0191306823,100
"CRS3035RES50000mN2100000E3700000",2500.01913393944,2437.97500370355,97.5182537847973
"CRS3035RES50000mN2100000E3750000",2500.0191369369,213.195712723111,8.5277632308177
"CRS3035RES50000mN2100000E4200000",2500.0191521372,2116.42912572175,84.6565164875826
"CRS3035RES50000mN2100000E4250000",2500.0191525116,1632.03738994107,65.2809954796337
"CRS3035RES50000mN2100000E4300000",2500.01915262212,3.75750808570337,0.150299171978837
"CRS3035RES50000mN2100000E4350000",2500.01915246941,25.2767982371941,1.01106418373743
"CRS3035RES50000mN2100000E4400000",2500.0191520529,245.537436111504,9.82142220430114
"CRS3035RES50000mN2100000E4450000",2500.01915137292,1870.235042821,74.8088286361302
"CRS3035RES50000mN2100000E4500000",2500.01915042974,2500.01915042974,100
"CRS3035RES50000mN2100000E4550000",2500.01914922316,2500.01914922316,100
"CRS3035RES50000mN2100000E4600000",2500.0191477537,2500.0191477537,100
"CRS3035RES50000mN2100000E4650000",2500.01914602186,2369.49062586537,94.7788991790646
