"grid_id","area_total","area_land","percent_land"
"CRS3035RES20000mN1520000E4480000",400.000488695166,38.8598310850641,9.71494590214827
"CRS3035RES20000mN1520000E4500000",400.000488686117,44.1614912290113,11.040359319077
"CRS3035RES20000mN1520000E4720000",400.00048852012,75.1407644417989,18.7851681681182
"CRS3035RES20000mN1520000E4740000",400.000488499021,194.184294556659,48.5460143524636
"CRS3035RES20000mN1520000E4760000",400.000488476923,221.696146529616,55.4239689490796
"CRS3035RES20000mN1520000E4780000",400.000488453718,29.0191704019014,7.25478374141011
"CRS3035RES20000mN1540000E4700000",400.000488615921,73.974828012044,18.4936844122394
"CRS3035RES20000mN1540000E4720000",400.000488595717,394.431973094854,98.6078728252527
"CRS3035RES20000mN1540000E4740000",400.000488574581,400.000488574581,100
"CRS3035RES20000mN1540000E4760000",400.000488552377,399.021891232769,99.7553509689078
"CRS3035RES20000mN1540000E4780000",400.000488529196,59.1479030551212,14.7869577041289
"CRS3035RES20000mN1560000E2920000",400.000486461472,126.529822714567,31.6324172087613
"CRS3035RES20000mN1560000E4640000",400.000488745058,61.9413595744803,15.4853209726848
"CRS3035RES20000mN1560000E4660000",400.000488727812,210.950523428404,52.7375664213123
"CRS3035RES20000mN1560000E4680000",400.000488709602,218.625090623405,54.6562058783198
"CRS3035RES20000mN1560000E4700000",400.00048869041,373.331654226841,93.3327995296003
"CRS3035RES20000mN1560000E4720000",400.000488670193,400.000488670193,100
"CRS3035RES20000mN1560000E4740000",400.000488648887,400.000488648887,100
"CRS3035RES20000mN1560000E4760000",400.000488626677,400.000488626677,100
"CRS3035RES20000mN1560000E4780000",400.000488603445,286.544672443999,71.6360806069102
"CRS3035RES20000mN1580000E2880000",400.000486389437,37.9362398445745,9.48404842879118
"CRS3035RES20000mN1580000E2900000",400.000486459553,282.275080247565,70.5686842398649
"CRS3035RES20000mN1580000E2920000",400.000486528782,194.37602704956,48.5939476565047
"CRS3035RES20000mN1580000E2940000",400.000486597029,1.8945766052978,0.47364357514056
"CRS3035RES20000mN1580000E4600000",400.000488849927,31.2941926932042,7.82353861196033
"CRS3035RES20000mN1580000E4620000",400.000488834649,234.324240295671,58.5809884828753
"CRS3035RES20000mN1580000E4640000",400.00048881846,381.589427808444,95.3972403722807
"CRS3035RES20000mN1580000E4660000",400.000488801197,400.000488801197,100
"CRS3035RES20000mN1580000E4680000",400.000488782995,400.000488782995,100
"CRS3035RES20000mN1580000E4700000",400.000488763677,400.000488763677,100
"CRS3035RES20000mN1580000E4720000",400.00048874341,400.00048874341,100
"CRS3035RES20000mN1580000E4740000",400.00048872211,400.00048872211,100
"CRS3035RES20000mN1580000E4760000",400.000488699839,392.387987036998,98.0968769094296
"CRS3035RES20000mN1580000E4780000",400.000488676554,112.356637113381,28.0891249621033
"CRS3035RES20000mN1580000E6360000",400.000483785328,34.5001939436807,8.62503805425302
"CRS3035RES20000mN1580000E6380000",400.000483687523,59.2986405782476,14.8246422183257
"CRS3035RES20000mN1600000E2860000",400.000486384018,55.6826762058039,13.9206521244942
"CRS3035RES20000mN1600000E2880000",400.000486455223,326.661193400398,81.665199033943
"CRS3035RES20000mN1600000E2900000",400.000486525515,400.000486525515,100
"CRS3035RES20000mN1600000E2920000",400.000486594948,400.000486594948,100
"CRS3035RES20000mN1600000E2940000",400.000486663362,201.766017071875,50.4414428979631
"CRS3035RES20000mN1600000E2960000",400.000486730919,7.50559076396954,1.87639540774323
"CRS3035RES20000mN1600000E2980000",400.000486797501,3.31829269664955,0.829572164578247
