"GRD_ID","frac_1","frac_2","frac_3","frac_4","frac_5","frac_6","frac_7","frac_8","frac_9","frac_10","frac_11","frac_12","frac_13","frac_14","frac_15","frac_16","frac_17","frac_18","frac_19","frac_20","frac_21","frac_22","frac_23","frac_24","frac_25","frac_26","frac_27","frac_28","frac_29","frac_30","frac_31","frac_32","frac_33","frac_34","frac_35","frac_36","frac_37","frac_38","frac_39","frac_40","frac_41","frac_42","frac_43"
"CRS3035RES50000mN2300000E4250000",0,0.0185429267585278,0.00272690085694194,0,0,0,0,0,0,0,0,0.00109076034277678,0,0,0.00968049839138985,0,0,0.00140889873728156,0.00168158882297575,0.0231786575168371,0.0770349502563477,0,0.28723356127739,0.0828977897763252,0.354133516550064,0,0,0.0485842823982239,0.0819433704018593,0,0,0.00522655993700027,0.00463573168963194,0,0,0,0,0,0,0,0,0,0
"CRS3035RES50000mN2300000E4300000",0.00713028945028782,0.0812668427824974,0.0159607771784067,0.00189130590297282,0.00329495803453028,0.000672171416226774,0.0126789985224605,0.000349265552358702,0,0.000909408438019454,0.00161452940665185,0.0298918597400188,0,0,0.00371671258471906,0,0.0258654206991196,0.00380238168872893,0.000533783226273954,0.0781036838889122,0.0782816112041473,0,0.404166132211685,0.0210943222045898,0.125214993953705,0.0126394592225552,0,0.00512695452198386,0.0407652221620083,0.00716323871165514,0.00510718487203121,0.0158487483859062,0.000461294141132385,0,0.00682715326547623,0,0,0,0,0.00161452940665185,0.00774315139278769,0,0.000263596652075648
"CRS3035RES50000mN2300000E4350000",0.00125600001774728,0.0451119989156723,0.0108000002801418,0.000823999987915158,0,0.000188000005437061,0.000728000013623387,0,0,0.000755999993998557,0.000788000004831702,0.0626960024237633,0,0,0.0085039995610714,0.000123999998322688,0.0479919984936714,0.00368000008165836,0,0.0612680017948151,0.0848999992012978,0,0.499424010515213,0.015192000195384,0.108432002365589,0.0224159993231297,0,0.00083999999333173,0.0117560001090169,0.000888000009581447,0.00011600000289036,0.00656800018623471,0.000112000001536217,0,0.00260000000707805,0,0,0,0,0.0018880000570789,0.000151999993249774,0,0
"CRS3035RES50000mN2300000E4400000",0.000804000010248274,0.0311919990926981,0.0156319998204708,0.00160800002049655,0,0.00049200002104044,0.00153200002387166,0.000195999993593432,0.000948000000789762,0.00011600000289036,0.00158000004012138,0.122011996805668,0,0,0.00546000013127923,0.00014000000373926,0.0326679982244968,0.0173439998179674,0.000228000004426576,0.0318240001797676,0.105371996760368,0,0.495108008384705,0.0158920008689165,0.0669120028614998,0.00778800016269088,0,0,0.0336159989237785,0,0,0.00594400009140372,0.00209599989466369,0,0.000331999995978549,0,0,0,0,0.000151999993249774,0.00301199988462031,0,0
"CRS3035RES50000mN2300000E4450000",0.000255999999353662,0.0172600001096725,0.00618800008669496,0,0,0.000836000021081418,0.000284000008832663,0,0,0.00022000000171829,0.000292000011540949,0.184972003102303,0,0,0.00123599998187274,0.000348000001395121,0.000720000010915101,0.0056679998524487,0.000380000012228265,0.0854760035872459,0.193759992718697,0,0.328792005777359,0.021671999245882,0.0909759998321533,0.00543599994853139,0,0,0.0495040006935596,0.000452000007499009,0.00011600000289036,0.00469199987128377,0,0,0,0,0,0,0,0,0.000464000011561438,0,0
"CRS3035RES50000mN2300000E4500000",0.000396454561268911,0.0589584559202194,0.0178744364529848,0.000169909093528986,0,0.00268456386402249,0.00219182739965618,0.000271854543825611,0,0.000385127292247489,0.00239005475305021,0.474380552768707,0,0,0.000606009096372873,0.00286580016836524,0.00350579107180238,0.00685866409912705,0.00305270007811487,0.131775826215744,0.129521712660789,0,0.0814317688345909,0.00160280917771161,0.00813298206776381,0.00467250030487776,0,0,0.0519921854138374,0.00828590057790279,0.000634327298030257,0.00474612740799785,0,0,0,0,0,1.13272735688952e-05,0,0,0.000600345490965992,0,0
"CRS3035RES50000mN2300000E4550000",0.00299639673903584,0.0968329235911369,0.041115116328001,0.00102408498059958,0.00292053865268826,0.00364119093865156,0.00326190027408302,0,0,0.00250331871211529,0,0.44881471991539,0,0,0.00466527603566647,0,0.00250331871211529,0,0,0.293002098798752,0.056817751377821,0,0.0148681960999966,0,0.00273089320398867,0,0,0,0.0194576140493155,0.00140337564516813,0,0,0,0,0,0,0,0,0,0,0.00144130480475724,0,0
"CRS3035RES50000mN2350000E2750000",0.00644606770947576,0.031451441347599,0.00366172473877668,0,0.000868428614921868,0,0.00119073200039566,0,0,0,0,0.00464654061943293,0,0,0.000707276922184974,0,0,0.00078785273944959,0,0.223839715123177,0.0419442057609558,0,0.136191084980965,0.169925510883331,0.0456686019897461,0.0116029223427176,0.201797738671303,0,0.0811219736933708,0.00730554340407252,0.000214868923649192,0.0221762638539076,0.00079680560156703,0,0,0,0.00241727544926107,0,0.00124444917310029,0,0.0010474860901013,0.000626701046712697,0.00231879390776157
"CRS3035RES50000mN2350000E2800000",0.00179600005503744,0.0185000002384186,0.00427199993282557,0.000768000027164817,0,0.000920000020414591,0.00215599988587201,0,0.00128399999812245,0.000560000014957041,0.000615999975707382,0.00413599982857704,9.99999974737875e-05,0,0,0,0,0.00258399988524616,0,0.350495994091034,0.03141999989748,0,0.235111996531487,0.161080002784729,0.0527920015156269,0.00238399999216199,0.0568239986896515,0,0.0681879967451096,0,0,0.000783999974373728,0,0,0,0,0.000607999972999096,0,0,0,0.00194400001782924,0,0.000676000025123358
"CRS3035RES50000mN2350000E2850000",0.00139999995008111,0.0043919999152422,0.00234799995087087,0.000615999975707382,0,0,0.000515999970957637,0,0,0.000163999997312203,0.000216000000364147,0.0312959998846054,0,0,0.000163999997312203,0,0,0.00301199988462031,0,0.345252007246017,0.0660080015659332,0,0.203904002904892,0.0975160002708435,0.0453599989414215,0.00255200010724366,0.129739999771118,0,0.059468001127243,0,0.000607999972999096,0.000119999996968545,0,0,0.000272000004770234,0,0,0,0,0,0.0050760000012815,0,0
