"GRD_ID","bio10","bio12","bio15","bio4"
"CRS3035RES20000mN1780000E3020000",26.3658218383789,635.03564453125,61.0030555725098,674.869689941406
"CRS3035RES20000mN1780000E3040000",26.8140468597412,610.565063476562,59.3481178283691,686.984985351562
"CRS3035RES20000mN2940000E3240000",15.9092931747437,947.40966796875,32.7108421325684,270.746398925781
"CRS3035RES20000mN2940000E3260000",15.9277982711792,1014.78735351562,34.0188484191895,280.286041259766
"CRS3035RES20000mN2940000E3280000",15.8912487030029,1050.96069335938,36.1492919921875,281.989318847656
"CRS3035RES20000mN2940000E3300000",15.9472608566284,1085.76379394531,38.1286430358887,288.193908691406
"CRS3035RES20000mN2940000E3320000",16.0888557434082,1026.53796386719,35.5033569335938,304.559173583984
"CRS3035RES20000mN1780000E3060000",26.6783905029297,609.005004882812,57.709342956543,692.961791992188
"CRS3035RES20000mN2940000E3340000",16.3511238098145,878.827758789062,30.3369216918945,328.776977539062
"CRS3035RES20000mN2940000E3360000",16.4867267608643,846.176086425781,30.599723815918,331.078369140625
"CRS3035RES20000mN2940000E3460000",17.0470409393311,856.968627929688,26.0412330627441,386.297515869141
"CRS3035RES20000mN2940000E3480000",16.833137512207,978.342590332031,25.6304817199707,416.253692626953
"CRS3035RES20000mN2940000E3500000",16.9966735839844,968.574645996094,23.6671943664551,444.078826904297
"CRS3035RES20000mN2940000E3520000",16.8181819915771,995.279113769531,21.4064769744873,452.163665771484
"CRS3035RES20000mN2940000E3540000",17.1628742218018,864.296569824219,18.0687675476074,464.949096679688
"CRS3035RES20000mN2940000E3560000",17.6127853393555,780.158203125,16.2509479522705,475.946105957031
"CRS3035RES20000mN2940000E3580000",17.5790977478027,789.843017578125,15.4929904937744,477.955596923828
"CRS3035RES20000mN2940000E3600000",17.155294418335,861.879760742188,16.4791297912598,480.930511474609
"CRS3035RES20000mN1780000E3080000",26.7355422973633,564.494323730469,56.9526557922363,703.500671386719
"CRS3035RES20000mN2940000E3620000",16.941707611084,919.118530273438,18.8597202301025,486.557861328125
"CRS3035RES20000mN2940000E3640000",17.0388584136963,888.83740234375,18.5197486877441,492.592407226562
"CRS3035RES20000mN2940000E3660000",17.3243789672852,811.528686523438,15.7947835922241,501.197814941406
"CRS3035RES20000mN2940000E3680000",17.3236484527588,814.605773925781,15.2599363327026,507.334381103516
"CRS3035RES20000mN2940000E3700000",17.1954727172852,810.973449707031,15.6109476089478,512.256591796875
"CRS3035RES20000mN2940000E3720000",17.2158832550049,807.1982421875,15.0113477706909,518.714050292969
"CRS3035RES20000mN2940000E3740000",17.4366054534912,755.708129882812,13.1614093780518,526.009521484375
"CRS3035RES20000mN2940000E3760000",17.5689678192139,733.924865722656,11.8710517883301,529.981384277344
"CRS3035RES20000mN2940000E3780000",17.7891006469727,704.206237792969,13.1442174911499,536.06982421875
"CRS3035RES20000mN2940000E3800000",17.8483829498291,712.694580078125,13.6880559921265,540.90234375
"CRS3035RES20000mN1780000E3100000",26.8699226379395,528.088928222656,55.8151473999023,709.117431640625
"CRS3035RES20000mN2940000E3820000",17.7722015380859,739.361022949219,13.3412427902222,543.974548339844
"CRS3035RES20000mN2940000E3840000",17.7701416015625,771.138488769531,12.6403131484985,549.215270996094
"CRS3035RES20000mN2940000E3860000",17.86594581604,771.033752441406,11.4730415344238,556.117919921875
"CRS3035RES20000mN2940000E3880000",17.9885559082031,776.852783203125,10.0375490188599,564.24658203125
"CRS3035RES20000mN2940000E3900000",17.9448528289795,837.924926757812,10.7813444137573,568.34033203125
"CRS3035RES20000mN2940000E3920000",17.7253131866455,959.315612792969,13.3984603881836,571.790832519531
"CRS3035RES20000mN2940000E3940000",17.322717666626,1075.16101074219,16.1143283843994,571.827331542969
"CRS3035RES20000mN2940000E3960000",17.3798847198486,1052.72546386719,17.7716197967529,581.723937988281
"CRS3035RES20000mN2940000E3980000",17.0852508544922,1102.70935058594,18.56077003479,585.2705078125
"CRS3035RES20000mN2940000E4000000",16.7956790924072,1036.53588867188,17.7169704437256,585.605041503906
"CRS3035RES20000mN1780000E3120000",26.948657989502,537.134521484375,53.710334777832,715.831787109375
"CRS3035RES20000mN2940000E4020000",16.898473739624,925.93798828125,15.9945001602173,589.83544921875
"CRS3035RES20000mN2940000E4040000",17.2625904083252,880.093322753906,12.8087320327759,598.183837890625
"CRS3035RES20000mN2940000E4060000",17.2173156738281,927.034912109375,11.9517669677734,605.138610839844
"CRS3035RES20000mN2940000E4080000",16.1625232696533,992.164916992188,11.9925699234009,589.312072753906
"CRS3035RES20000mN2940000E4100000",16.1274585723877,967.566284179688,12.6972351074219,595.7822265625
"CRS3035RES20000mN2940000E4120000",16.8321323394775,865.336547851562,12.4763641357422,613.7958984375
"CRS3035RES20000mN2940000E4140000",17.6329231262207,750.614624023438,10.596097946167,632.454406738281
